120,120
110,130
104,136
110,130
106,134
102,138
98,142
100,140
106,134
102,138
98,142
104,136
106,134
104,136
92,148
96,144
98,142
100,140
106,134
104,136
108,132
106,134
110,130
102,138
100,140
104,136
106,134
98,142
96,144
108,132
108,132
106,134
100,140
98,142
110,130
98,142
94,146
116,124
112,128
110,130
