120,120
110,130
106,134
108,132
104,136
92,148
116,124
114,126
102,138
108,132
100,140
96,144
100,140
108,132
104,136
104,136
102,138
98,142
92,148
98,142
104,136
104,136
102,138
98,142
104,136
104,136
106,134
110,130
110,130
102,138
98,142
102,138
98,142
106,134
112,128
106,134
102,138
98,142
94,146
116,124
