5.0,6.0,4.0,20.0,1.0,20.0,60.0,1.0,15.0,
5.0,6.0,4.0,20.0,1.0,20.0,60.0,1.0,15.0,
5.090909090909091,6.363636363636363,3.727272727272727,19.727272727272727,1.0909090909090908,20.09090909090909,60.27272727272727,1.0,15.0,
5.090909090909091,6.363636363636363,3.727272727272727,19.727272727272727,1.0909090909090908,20.09090909090909,60.27272727272727,1.0,15.0,
5.0625,6.3125,3.625,19.625,1.1875,20.3125,60.25,1.3125,15.25,
5.2727272727272725,6.545454545454546,3.727272727272727,19.545454545454547,1.2727272727272727,20.272727272727273,60.18181818181818,1.4545454545454546,15.090909090909092,
5.333333333333333,6.666666666666667,3.6666666666666665,19.444444444444443,1.3333333333333333,20.333333333333332,60.22222222222222,1.5555555555555556,15.11111111111111,
5.083333333333333,6.583333333333333,3.6666666666666665,19.166666666666668,2.0,20.75,60.25,1.3333333333333333,14.833333333333334,
4.642857142857143,6.5,3.857142857142857,19.357142857142858,2.142857142857143,20.785714285714285,60.07142857142857,1.3571428571428572,14.714285714285714,
4.6923076923076925,6.615384615384615,4.076923076923077,18.923076923076923,2.076923076923077,21.153846153846153,59.69230769230769,1.5384615384615385,15.0,
4.823529411764706,6.764705882352941,4.0,18.88235294117647,2.176470588235294,21.176470588235293,59.8235294117647,1.5294117647058822,14.705882352941176,
4.461538461538462,6.615384615384615,4.0,18.23076923076923,2.4615384615384617,21.23076923076923,59.53846153846154,1.6153846153846154,14.384615384615385,
4.7,7.0,3.8,18.4,2.65,21.1,59.25,1.7,14.6,
4.6875,6.8125,4.0625,18.1875,2.5,21.375,59.25,1.8125,14.4375,
5.25,8.0,3.5,19.75,1.75,21.75,59.25,1.75,16.5,
9.0,11.0,2.0,24.0,4.0,22.0,59.0,2.0,18.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
