3.3333333333333335,23.333333333333332,10.0
3.045,25.89,11.29
2.85,27.77,11.41
2.505,31.305,11.745
2.395,33.115,11.765
2.315,34.145,11.54
2.34,34.04,11.56
2.33,34.555,11.415
2.315,35.055,11.315
2.31,35.635,11.14
2.28,36.145,10.97
2.235,36.63,10.815
2.22,37.02,10.715
2.215,37.435,10.61
2.175,37.74,10.545
2.175,38.065,10.47
2.175,38.335,10.38
2.16,38.53,10.355
2.16,38.84,10.255
2.16,38.94,10.25
